price,source,sex,state,age
139,store,male,CA,28
129,store,male,CA,28
129,store,male,CA,28
129,store,male,CA,28
139,store,female,AL,15
129,online,female,AL,35
139,online,female,AL,35
119,online,female,AL,35
129,online,female,AL,35
119,online,female,AL,35
139,online,female,AL,35
119,online,female,AL,35
139,online,male,CA,43
139,online,male,CA,43
149,online,male,CA,43
149,online,male,FL,17
119,online,male,FL,17
149,online,male,FL,17
129,online,male,FL,17
129,online,male,FL,17
149,store,female,IA,35
119,store,female,IA,35
129,store,female,IA,35
139,store,female,IA,35
149,store,male,IA,33
129,store,male,IA,33
139,store,female,IA,16
139,store,female,IA,16
149,store,female,IA,16
129,store,male,AL,57
139,store,male,AL,57
119,store,male,AL,57
159,store,male,CA,46
149,store,female,FL,38
119,store,female,FL,38
149,store,female,FL,38
139,store,female,CA,18
149,store,female,CA,18
149,store,female,CA,18
129,store,female,CA,18
129,store,female,CA,18
159,store,male,CA,20
119,store,male,CA,20
139,store,male,CA,20
119,store,male,CA,20
139,online,female,CA,25
119,online,female,AL,15
119,online,female,AL,15
139,online,female,AL,15
129,online,female,AL,15
139,online,female,AL,15
109,online,female,AL,15
139,online,female,AL,15
119,online,female,AL,15
129,online,female,AL,15
119,online,female,AL,15
119,online,female,AL,15
119,store,male,FL,18
119,store,male,FL,18
119,store,male,FL,18
139,store,male,FL,18
129,store,male,FL,18
159,online,male,AL,15
119,online,male,AL,15
149,online,male,AL,15
139,online,male,AL,15
119,store,female,IA,23
129,store,female,IA,23
139,online,male,CA,15
149,online,male,CA,15
149,online,male,CA,15
129,online,male,CA,15
139,online,male,CA,15
159,online,male,CA,15
139,store,male,FL,18
139,store,female,AL,17
129,store,female,AL,17
119,store,female,AL,17
139,store,female,AL,17
139,store,female,AL,17
129,store,female,AL,17
139,store,female,AL,17
139,store,female,CA,21
159,store,female,CA,21
129,store,female,CA,21
149,store,female,CA,21
139,store,female,CA,21
149,store,female,CA,21
119,store,male,CA,19
129,store,male,CA,19
119,store,male,CA,19
129,store,male,CA,19
139,store,male,CA,19
129,store,female,AL,18
139,store,female,AL,18
149,online,male,CA,21
119,online,male,CA,21
129,online,male,CA,21
129,online,male,CA,21
129,online,male,CA,21
139,store,female,AL,17
139,store,female,AL,17
129,store,female,AL,17
149,store,female,AL,17
129,online,female,CA,35
119,online,female,CA,35
119,online,female,CA,35
149,online,female,CA,35
149,online,female,CA,35
129,online,female,CA,35
109,store,male,CA,27
139,store,male,CA,27
119,store,male,CA,27
159,online,male,CA,33
149,online,male,CA,33
139,online,male,CA,33
129,store,female,FL,27
149,store,female,FL,27
139,store,female,FL,27
149,store,female,FL,27
129,store,female,FL,27
129,store,female,FL,27
119,store,female,FL,27
119,online,female,HI,17
109,online,female,HI,17
149,online,female,HI,17
119,store,male,AL,51
119,online,male,AL,17
139,online,male,AL,17
119,online,male,AL,17
129,store,female,HI,19
129,store,female,HI,19
149,store,female,IA,15
149,store,female,IA,15
139,store,female,IA,15
119,store,female,IA,15
149,store,female,IA,19
129,store,female,IA,19
119,store,female,IA,19
129,store,female,IA,21
149,store,female,IA,21
149,store,male,CA,17
149,store,male,CA,17
139,store,male,CA,17
109,store,male,CA,17
119,store,male,CA,17
129,store,male,AL,17
129,store,male,AL,17
149,store,male,AL,17
129,store,male,AL,17
139,store,male,AL,17
139,store,female,CA,43
149,store,female,CA,43
119,store,female,IA,19
139,store,female,IA,19
109,store,female,IA,19
119,online,female,IA,25
119,online,female,IA,25
119,online,female,IA,25
129,online,female,IA,25
139,online,female,IA,25
119,online,female,IA,16
149,online,female,IA,16
129,online,female,IA,16
139,online,female,IA,16
119,online,female,IA,16
119,online,female,IA,16
119,online,female,IA,16
129,online,female,IA,16
139,online,female,AL,16
129,online,female,AL,16
129,online,female,AL,16
129,online,female,AL,16
129,online,female,AL,16
109,online,female,AL,16
129,store,female,AL,21
129,store,female,AL,21
149,store,female,AL,21
129,store,female,AL,21
119,store,female,AL,21
119,store,female,AL,21
119,store,female,AL,21
149,online,male,HI,37
129,online,male,HI,37
149,online,male,HI,37
139,store,female,CA,19
149,store,female,CA,19
139,store,female,CA,19
129,store,female,CA,19
149,store,male,HI,15
159,online,male,AL,27
139,store,female,WA,19
149,store,female,WA,19
149,store,female,WA,19
149,online,female,AL,21
149,online,female,AL,21
149,online,female,AL,21
139,online,female,AL,21
139,online,female,AL,21
149,online,female,AL,21
139,online,female,AL,21
109,online,female,AL,21
149,online,male,IA,20
119,online,male,AL,26
139,online,male,AL,26
149,online,male,AL,26
129,online,male,AL,26
129,online,male,AL,26
139,online,male,AL,26
149,online,male,AL,26
119,online,male,AL,26
129,store,male,AL,38
119,store,male,AL,38
149,store,male,AL,38
139,store,female,CA,21
149,store,female,CA,21
119,store,female,CA,21
149,store,female,CA,21
129,store,male,AL,15
129,store,male,AL,15
129,store,male,AL,15
159,store,male,AL,15
119,online,male,CA,47
159,online,female,AL,28
149,online,female,AL,28
159,online,female,AL,28
139,online,female,AL,28
119,online,female,AL,28
129,online,female,AL,28
119,store,female,AL,16
139,store,female,AL,16
119,store,female,AL,20
149,store,female,AL,20
119,store,female,AL,20
159,store,female,AL,20
119,store,female,AL,20
129,store,female,AL,20
119,store,female,AL,20
149,store,female,AL,20
109,store,female,AL,20
149,store,female,WA,20
129,store,female,WA,20
129,store,female,WA,20
119,store,female,WA,20
129,store,male,AL,17
139,store,male,AL,17
149,store,male,AL,17
129,store,male,AL,17
139,store,male,AL,17
129,store,male,AL,17
129,store,male,AL,17
139,store,male,AL,17
119,store,male,AL,17
149,store,male,AL,17
149,online,male,FL,20
149,store,female,AL,21
149,store,female,AL,21
119,store,male,CA,16
129,store,male,CA,16
129,store,male,CA,16
129,store,male,CA,16
129,store,male,CA,16
139,store,male,CA,16
149,store,male,CA,16
109,store,male,CA,16
129,store,male,AL,20
159,store,male,AL,20
139,online,male,IA,16
119,online,male,IA,16
129,online,male,IA,16
129,online,male,IA,16
119,online,male,IA,16
149,online,male,IA,16
109,store,male,IA,18
129,store,male,IA,18
119,store,male,IA,18
119,store,male,IA,18
149,store,female,CA,17
129,store,male,AL,19
149,store,male,AL,19
129,store,male,AL,19
119,store,male,AL,19
129,online,male,WA,32
129,online,male,WA,32
129,online,male,WA,32
139,online,female,AL,15
159,store,male,AL,15
119,store,male,AL,15
149,store,male,AL,15
149,store,male,FL,20
149,store,male,FL,20
139,store,male,FL,20
139,store,male,FL,20
139,store,male,FL,20
149,store,male,FL,20
119,store,male,FL,20
139,store,male,FL,20
149,store,male,FL,20
139,store,male,FL,20
149,store,male,FL,20
119,online,male,AL,33
129,online,male,AL,33
139,online,male,AL,33
129,online,male,AL,33
129,online,male,AL,33
129,online,male,AL,33
119,online,male,AL,33
119,online,male,AL,33
139,online,male,AL,33
109,online,male,AL,33
119,store,female,HI,56
139,store,female,HI,56
119,online,female,HI,25
139,online,female,HI,25
139,online,female,HI,25
129,store,female,HI,50
139,store,female,HI,50
139,store,female,HI,50
129,store,female,HI,50
119,store,female,HI,50
139,store,female,HI,50
129,online,female,CA,29
149,online,female,CA,29
109,online,female,CA,29
129,online,female,CA,29
149,online,female,CA,29
139,online,female,CA,29
109,online,female,CA,29
139,store,female,HI,26
129,store,female,HI,26
129,store,female,HI,26
119,store,male,CA,53
139,store,male,CA,53
119,store,male,CA,53
139,store,male,CA,53
119,store,female,AL,42
119,store,female,AL,42
149,store,female,AL,42
149,store,female,AL,42
119,store,female,AL,42
109,store,female,AL,25
139,store,female,AL,25
119,store,female,AL,25
119,store,female,AL,25
119,store,female,AL,25
119,online,female,AL,15
149,online,female,AL,15
139,store,male,AL,25
129,store,male,AL,25
149,store,male,AL,25
139,store,male,AL,25
139,online,female,HI,38
119,online,female,HI,38
129,online,female,HI,38
119,online,female,HI,38
109,online,female,HI,38
149,online,female,HI,38
129,online,female,HI,38
119,online,female,HI,38
119,online,female,HI,38
129,store,male,FL,24
139,store,male,FL,24
119,store,male,FL,24
139,online,male,CA,42
119,online,male,CA,42
139,online,male,CA,42
129,online,male,CA,42
119,online,male,CA,42
119,online,male,CA,42
129,online,male,CA,42
129,online,male,CA,42
149,online,male,CA,42
129,store,female,FL,33
149,store,female,CA,22
129,store,male,AL,26
149,store,male,AL,26
139,store,male,AL,26
149,store,male,AL,26
119,store,male,AL,26
129,store,male,AL,26
129,store,male,AL,26
149,store,male,AL,26
139,online,female,AL,17
149,online,female,AL,17
159,online,female,AL,17
139,online,female,AL,17
119,online,female,AL,17
149,online,female,AL,17
129,online,female,AL,17
139,online,female,AL,17
139,online,female,AL,17
139,store,female,CA,29
139,store,female,CA,29
119,store,female,CA,29
149,store,female,CA,29
149,store,female,CA,29
139,store,female,CA,29
129,store,female,CA,29
129,online,female,AL,38
109,online,female,AL,38
139,online,female,AL,27
119,online,female,AL,27
139,online,female,AL,27
129,online,female,AL,27
149,online,female,AL,27
109,online,female,AL,27
119,online,female,AL,27
149,online,female,AL,27
119,online,female,AL,27
129,online,female,AL,27
149,online,female,AL,27
129,online,female,AL,27
149,online,female,CA,15
129,online,female,CA,15
149,store,female,CA,16
129,store,female,CA,15
139,store,female,CA,15
119,store,female,CA,15
139,online,male,AL,22
139,online,male,AL,22
149,online,male,AL,22
129,online,male,CA,17
109,online,male,CA,17
129,store,female,AL,49
119,store,female,AL,49
139,store,female,AL,49
159,store,female,AL,25
139,store,female,AL,25
149,store,female,AL,25
139,store,female,AL,25
139,store,male,AL,18
149,store,male,AL,18
139,store,male,AL,18
149,store,male,AL,18
139,store,male,AL,18
139,store,male,CA,21
149,store,male,CA,21
149,store,male,CA,21
119,store,male,CA,21
119,store,male,CA,21
139,store,male,CA,21
119,store,male,CA,21
129,store,male,CA,21
139,store,male,CA,21
149,store,male,CA,21
149,store,male,CA,21
149,store,male,CA,21
129,store,male,CA,21
149,store,male,CA,21
109,store,male,CA,21
129,store,male,AL,17
139,store,male,AL,17
149,store,male,AL,17
129,store,male,AL,17
139,store,male,AL,17
139,online,male,AL,18
129,online,male,AL,18
149,online,male,AL,18
119,online,male,AL,18
149,online,male,AL,18
139,store,female,AL,24
149,store,female,AL,24
139,store,female,AL,24
119,store,female,AL,24
129,store,female,AL,24
139,online,male,AL,21
139,online,female,AL,25
129,online,female,AL,25
149,online,female,AL,25
119,online,female,AL,25
159,online,female,AL,25
149,online,female,AL,25
119,online,female,AL,25
139,store,male,AL,31
149,store,male,AL,31
109,store,male,HI,22
159,store,female,CA,25
129,store,female,CA,25
139,store,female,CA,25
129,store,female,CA,25
149,store,female,CA,25
119,store,female,CA,25
159,store,female,CA,25
139,store,female,CA,25
159,store,female,CA,25
139,store,female,CA,25
149,store,female,CA,25
129,store,female,CA,25
119,online,male,HI,47
149,online,male,AL,21
119,online,male,AL,21
139,online,male,AL,21
139,online,male,AL,21
149,online,male,AL,21
139,online,male,AL,21
139,online,male,AL,21
139,online,male,AL,21
149,store,female,AL,18
139,store,female,AL,18
139,store,female,AL,18
129,store,female,AL,18
139,store,female,AL,18
129,store,female,AL,18
139,online,female,CA,15
149,online,female,CA,15
149,online,female,CA,15
149,online,female,CA,15
119,online,female,CA,15
159,online,female,CA,15
129,online,female,CA,15
139,online,female,CA,15
139,online,female,CA,15
129,online,female,CA,15
129,online,female,CA,15
139,store,male,CA,35
129,store,male,CA,35
129,store,male,CA,35
139,store,male,CA,35
129,store,male,CA,35
149,store,male,CA,35
129,store,male,CA,35
139,store,male,CA,35
149,store,male,CA,35
149,store,male,CA,35
139,store,male,CA,35
129,store,male,CA,35
129,store,male,CA,35
119,store,male,CA,35
119,store,male,CA,35
119,store,male,CA,35
119,store,male,CA,35
139,online,female,FL,26
139,online,female,FL,26
129,online,female,FL,26
139,online,female,FL,26
129,online,female,FL,26
129,online,female,FL,26
149,online,female,FL,26
129,online,female,FL,26
129,online,female,FL,26
149,online,female,FL,26
139,store,female,CA,22
129,store,female,CA,22
119,store,female,CA,22
119,store,female,CA,22
119,store,female,CA,22
129,store,female,CA,22
129,store,female,CA,22
119,store,female,CA,22
129,store,female,CA,22
159,store,female,CA,22
119,store,male,CA,35
129,store,male,CA,35
129,store,male,CA,35
129,store,male,AL,17
139,store,male,AL,17
129,store,male,AL,17
149,store,male,AL,17
129,store,male,AL,37
119,store,male,AL,37
139,store,male,AL,37
139,online,male,HI,24
149,online,male,HI,24
149,online,male,HI,24
139,online,male,HI,24
149,online,male,HI,24
139,online,female,CA,20
129,store,female,FL,15
119,store,female,FL,15
149,store,female,FL,15
119,store,female,FL,15
139,store,female,FL,15
119,store,female,FL,15
119,store,female,FL,15
119,store,female,FL,15
149,store,female,FL,15
129,store,female,FL,15
129,store,female,FL,15
129,store,female,FL,15
139,store,female,FL,15
149,store,female,FL,15
159,store,male,CA,15
119,store,female,AL,24
129,store,female,AL,24
129,store,female,AL,24
139,store,female,AL,24
129,store,female,AL,24
139,store,female,AL,24
119,store,female,CA,20
119,store,female,CA,20
129,store,female,CA,20
129,store,female,CA,20
129,store,female,CA,20
139,store,female,CA,20
129,store,female,CA,20
119,store,female,CA,20
119,store,female,CA,20
129,store,female,CA,20
149,store,female,CA,20
129,store,female,CA,20
159,store,female,CA,20
129,store,female,CA,20
149,store,female,CA,20
159,store,female,CA,20
129,store,female,CA,20
119,store,male,CA,19
109,store,male,CA,19
149,store,male,CA,19
129,store,male,CA,19
149,store,male,CA,19
129,store,male,CA,19
129,store,male,CA,19
129,store,male,CA,19
139,store,male,CA,19
139,store,male,CA,19
129,store,male,CA,19
119,store,male,CA,19
119,store,male,CA,19
119,online,female,HI,22
129,online,female,HI,22
139,online,female,HI,22
139,online,female,HI,22
139,online,female,HI,22
129,online,female,HI,22
149,online,female,HI,22
119,online,female,HI,22
139,online,female,HI,22
119,online,female,HI,22
139,online,female,HI,22
149,online,female,HI,22
139,online,female,HI,22
119,online,female,HI,22
139,online,female,HI,22
149,online,female,HI,22
119,online,female,HI,22
119,store,male,CA,21
139,store,male,CA,21
149,store,male,CA,21
139,store,male,CA,21
149,store,male,AL,15
149,store,male,AL,15
129,store,male,AL,15
119,store,male,AL,15
149,store,male,AL,15
129,store,female,HI,17
139,store,female,HI,17
149,store,female,HI,17
139,online,female,CA,19
139,online,female,CA,19
139,online,female,CA,19
139,store,male,CA,27
139,store,male,CA,27
119,store,male,CA,27
129,store,male,CA,27
149,store,male,CA,27
139,online,male,IA,31
159,online,male,IA,31
129,online,male,IA,31
149,online,male,IA,31
129,online,male,IA,31
149,online,male,IA,31
129,online,male,IA,31
139,online,male,IA,31
139,online,male,IA,31
139,online,male,IA,31
149,online,male,IA,31
149,online,male,IA,31
139,online,male,IA,31
139,online,male,IA,31
129,online,male,IA,31
109,online,male,IA,31
119,store,male,AL,35
129,store,male,AL,35
139,store,male,AL,35
149,store,male,AL,35
129,store,male,AL,35
129,store,male,AL,35
139,store,male,AL,35
139,store,male,AL,35
149,store,male,AL,35
139,store,male,AL,35
129,store,male,AL,35
149,store,male,AL,35
149,online,male,AL,27
129,online,male,AL,27
129,online,male,AL,27
119,online,male,AL,27
129,online,male,AL,27
129,online,male,CA,17
139,online,male,CA,17
149,online,male,CA,17
139,online,male,CA,17
149,online,male,CA,17
129,online,male,CA,17
129,online,male,CA,17
159,online,male,WA,15
149,online,male,WA,15
149,online,male,WA,15
149,online,male,WA,15
139,online,male,WA,15
139,online,male,WA,15
149,online,male,WA,15
119,online,male,WA,15
129,store,female,CA,19
139,store,female,CA,19
129,store,female,CA,19
119,store,female,CA,19
119,store,female,CA,19
129,store,female,HI,21
129,store,female,HI,21
129,store,female,HI,21
139,store,female,HI,21
139,store,female,HI,21
149,online,female,CA,18
129,online,female,CA,18
139,online,female,CA,18
129,online,female,CA,18
139,online,female,CA,18
139,online,female,CA,18
149,online,female,CA,18
129,online,female,CA,18
129,online,female,HI,20
129,online,female,HI,20
109,online,female,HI,20
149,online,female,HI,20
149,online,female,HI,20
149,online,female,HI,20
129,online,female,HI,20
119,store,female,CA,26
129,store,female,CA,26
139,store,female,CA,26
119,store,female,CA,26
129,store,female,CA,26
119,store,female,CA,26
139,store,female,CA,26
139,online,male,AL,15
119,online,male,HI,19
129,online,male,HI,19
139,online,male,HI,19
129,online,male,HI,19
129,online,male,HI,19
139,online,male,HI,19
119,online,male,HI,19
129,online,male,HI,19
129,online,male,HI,19
129,online,male,HI,19
129,online,male,HI,19
129,online,male,HI,19
119,online,male,HI,19
119,online,female,CA,17
139,online,female,CA,17
159,online,female,CA,17
139,online,female,CA,17
159,store,male,AL,15
149,store,male,AL,15
139,store,male,AL,15
129,store,male,AL,20
139,store,male,AL,20
149,store,male,AL,20
159,store,male,AL,20
139,store,male,AL,20
129,store,female,AL,23
139,store,female,AL,23
129,store,female,AL,23
119,store,female,AL,23
129,store,female,AL,23
129,store,female,AL,23
129,store,female,AL,23
139,store,female,AL,23
139,store,female,CA,16
119,store,female,CA,16
139,store,female,CA,16
139,store,female,CA,16
129,store,female,CA,16
119,store,female,CA,16
149,store,female,CA,16
139,store,female,CA,16
149,store,female,CA,16
139,store,female,CA,16
149,store,female,CA,16
129,store,female,CA,16
149,store,female,CA,16
129,store,female,CA,16
139,store,female,CA,16
139,store,female,CA,16
129,online,female,CA,15
139,online,female,CA,15
119,online,female,CA,15
119,online,female,CA,15
149,online,female,CA,15
129,online,female,CA,54
129,online,female,CA,54
129,online,female,CA,54
149,online,female,CA,54
159,store,male,FL,17
129,store,male,FL,17
149,store,male,FL,17
139,store,male,FL,17
149,online,male,AL,21
129,online,male,AL,21
139,online,male,AL,21
139,store,female,HI,16
139,store,female,HI,16
139,store,female,HI,16
119,store,female,HI,16
139,store,female,AL,28
129,store,female,AL,28
149,store,female,AL,28
119,store,female,AL,28
119,store,female,AL,28
139,store,female,AL,28
129,store,female,AL,28
129,store,female,AL,28
119,store,female,AL,28
149,store,male,AL,23
129,store,male,AL,23
129,store,male,AL,23
149,store,male,AL,23
139,store,male,AL,23
129,store,male,AL,23
149,store,male,AL,23
149,store,male,AL,23
119,store,male,AL,23
129,store,male,AL,23
129,store,male,AL,23
129,store,male,AL,23
119,store,male,HI,21
129,online,male,IA,38
109,online,male,IA,38
139,online,male,IA,38
149,online,male,IA,38
119,online,male,IA,38
139,online,male,IA,38
119,online,male,IA,38
149,online,female,AL,47
119,online,female,AL,47
149,online,female,AL,47
129,online,female,AL,47
149,online,female,AL,47
119,online,female,AL,47
129,online,female,AL,47
139,store,female,CA,15
139,store,female,CA,15
129,store,female,CA,15
149,store,female,CA,15
149,store,female,CA,15
139,store,female,CA,15
129,store,female,CA,15
139,store,female,CA,15
139,store,male,AL,18
149,store,male,AL,18
149,store,male,AL,18
129,store,male,HI,26
149,store,male,HI,26
159,store,male,HI,26
129,store,male,HI,26
149,store,male,HI,26
129,store,male,HI,26
139,store,male,HI,26
129,store,male,HI,26
119,online,male,AL,31
139,online,male,AL,31
149,online,male,AL,31
159,online,male,AL,31
139,online,male,AL,31
149,store,female,CA,31
139,store,female,CA,31
139,store,female,CA,31
129,store,female,CA,31
139,store,female,CA,31
139,store,female,CA,31
119,online,female,CA,26
139,online,female,CA,26
149,online,female,CA,26
119,online,female,CA,26
119,online,female,CA,26
119,online,female,CA,26
129,online,female,CA,26
149,online,female,CA,26
149,online,female,CA,26
129,online,female,CA,26
159,store,female,AL,16
139,store,female,AL,16
139,store,female,AL,16
149,store,female,AL,16
119,store,female,AL,16
129,store,female,AL,16
149,store,female,AL,16
139,store,female,AL,16
139,store,female,AL,16
129,store,female,AL,16
139,store,female,AL,16
129,store,female,AL,16
119,store,female,AL,16
139,store,male,CA,19
159,store,male,CA,19
139,store,male,CA,19
149,store,male,CA,19
159,store,male,CA,19
149,store,male,CA,19
129,store,male,CA,19
139,store,male,CA,19
119,store,male,CA,19
159,store,male,CA,19
149,store,male,CA,19
139,store,male,CA,19
139,store,male,CA,19
149,online,male,AL,15
149,online,male,AL,15
139,online,male,AL,15
139,online,male,AL,15
139,online,male,AL,15
149,online,male,AL,21
119,online,male,AL,21
149,online,male,AL,21
109,online,male,AL,21
129,online,male,AL,21
159,online,male,AL,21
159,online,male,AL,21
159,online,male,AL,21
149,online,male,AL,21
139,online,male,AL,21
139,online,male,AL,21
149,online,male,AL,21
119,online,male,AL,21
149,online,male,AL,21
139,online,male,AL,21
119,online,male,AL,21
139,online,female,HI,25
129,online,female,HI,25
119,online,female,HI,25
149,online,female,HI,25
119,online,female,HI,25
139,online,female,HI,25
149,online,female,HI,25
119,store,female,AL,17
149,store,female,AL,17
149,store,female,AL,17
149,store,female,AL,17
149,store,female,AL,17
119,store,female,AL,17
129,store,female,AL,17
139,store,female,AL,17
149,store,female,AL,17
119,store,female,AL,17
139,store,female,AL,17
109,store,male,AL,15
119,store,male,AL,15
149,store,male,AL,15
139,store,male,AL,15
149,store,male,AL,15
119,store,male,AL,15
119,store,male,AL,15
129,store,male,AL,15
139,store,male,AL,15
119,store,male,AL,15
129,store,male,AL,15
139,store,male,AL,15
149,store,male,AL,15
119,store,male,AL,15
129,store,male,AL,15
159,store,male,AL,15
139,store,male,AL,15
139,store,male,AL,15
149,store,male,AL,15
149,store,male,AL,15
149,store,male,AL,15
119,store,male,AL,15
119,store,male,AL,15
129,store,male,AL,15
129,store,male,AL,15
109,store,female,HI,29
139,store,female,HI,29
119,store,female,HI,29
129,store,female,HI,29
119,store,female,HI,29
129,store,female,HI,29
129,online,female,AL,16
119,online,female,AL,16
129,online,female,AL,16
149,online,female,AL,16
149,online,female,AL,16
129,online,female,AL,16
129,online,female,AL,16
119,online,female,AL,16
129,online,female,AL,16
149,online,female,AL,16
119,online,female,AL,16
149,online,female,AL,16
149,online,female,AL,16
129,online,female,AL,16
109,online,female,AL,16
149,online,female,AL,16
119,online,female,AL,16
129,online,female,AL,16
119,online,female,AL,16
139,online,female,AL,16
149,online,male,AL,16
149,online,male,AL,16
159,online,male,AL,16
149,online,male,AL,16
129,online,male,AL,16
149,online,male,AL,16
139,online,male,AL,16
139,online,male,AL,16
129,online,male,AL,16
159,online,male,AL,16
119,online,male,AL,16
119,online,male,AL,16
139,online,male,CA,23
139,online,male,CA,23
129,online,male,CA,23
139,online,female,HI,21
159,online,female,HI,21
149,online,female,HI,21
119,online,female,HI,21
139,online,female,HI,21
149,online,female,HI,21
129,online,female,HI,21
149,online,female,HI,21
129,store,male,IA,15
119,store,male,IA,15
119,store,male,IA,15
119,store,male,IA,15
159,store,male,IA,15
139,store,male,IA,15
149,online,female,CA,37
139,online,female,CA,37
159,online,female,CA,37
139,online,female,CA,37
119,online,female,CA,37
119,online,female,CA,37
139,online,female,CA,37
149,online,female,CA,37
139,online,female,CA,37
119,store,female,HI,17
149,store,female,HI,17
109,store,female,HI,17
109,store,female,HI,17
149,store,female,HI,17
119,store,female,HI,17
129,store,female,HI,17
149,store,female,HI,17
139,store,female,HI,17
119,store,female,HI,17
129,store,female,HI,17
149,store,female,HI,17
149,store,female,HI,17
129,store,female,HI,17
129,store,female,HI,17
119,store,female,CA,16
149,store,female,CA,16
149,store,female,CA,16
129,store,female,CA,16
139,online,female,CA,16
149,online,female,CA,16
139,online,female,CA,16
119,online,female,CA,16
139,online,female,CA,16
119,online,female,CA,16
129,online,female,CA,16
159,online,female,CA,16
119,store,female,AL,26
119,store,female,AL,26
119,store,female,AL,26
119,store,female,AL,26
139,store,female,AL,26
139,store,female,AL,26
119,store,female,AL,20
139,store,female,AL,20
139,store,female,AL,20
139,store,female,AL,20
129,store,female,AL,20
149,store,female,AL,20
139,store,female,AL,20
129,store,female,AL,20
139,store,female,AL,20
139,store,female,AL,20
119,store,female,AL,20
129,store,female,AL,20
119,store,female,AL,20
129,online,male,CA,37
129,online,male,AL,28
159,online,male,AL,28
149,online,male,AL,28
149,online,male,AL,28
139,online,male,AL,28
139,online,male,AL,28
159,online,male,AL,28
129,online,male,WA,32
149,store,male,WA,30
149,store,male,WA,30
149,store,male,WA,30
129,store,male,WA,30
149,store,male,WA,30
119,store,male,WA,30
149,store,male,WA,30
149,online,female,CA,33
139,online,female,CA,33
119,online,female,CA,33
159,online,female,CA,33
129,online,female,CA,33
139,online,female,CA,33
139,online,female,CA,33
139,online,female,CA,33
139,online,female,CA,33
129,online,female,CA,33
129,online,female,CA,33
119,online,female,CA,33
139,online,female,CA,33
149,online,female,CA,33
139,store,male,HI,26
149,store,male,HI,26
139,store,male,HI,26
129,store,male,IA,15
129,store,male,IA,15
129,online,male,WA,15
129,online,male,WA,15
139,online,male,WA,15
119,online,male,WA,15
159,online,male,WA,15
139,online,male,WA,15
149,online,male,WA,15
109,online,male,WA,15
149,online,male,WA,15
129,online,male,WA,15
119,online,male,WA,15
129,online,male,WA,15
139,online,male,WA,15
149,store,male,CA,36
129,store,male,CA,36
129,store,male,CA,36
129,store,male,CA,36
119,store,male,CA,36
139,store,male,CA,36
149,store,male,CA,36
119,store,male,CA,36
129,store,male,CA,36
129,store,male,CA,36
129,store,male,CA,36
119,store,male,CA,36
149,store,male,CA,36
129,store,male,CA,36
129,online,female,IA,18
149,online,female,IA,18
129,online,female,IA,18
139,online,female,IA,18
119,online,female,IA,18
149,online,female,IA,18
119,online,female,IA,18
139,online,female,IA,18
149,online,female,IA,18
139,online,female,IA,18
139,online,female,IA,18
129,online,female,IA,18
109,online,female,IA,18
119,online,female,IA,18
129,store,female,CA,15
119,store,female,CA,15
159,store,female,CA,15
129,store,female,CA,15
149,store,female,CA,15
119,store,female,CA,15
149,store,female,CA,15
149,store,female,CA,15
149,store,male,AL,21
109,store,male,AL,21
139,store,male,AL,21
119,store,male,AL,21
109,store,male,AL,21
109,store,male,AL,21
119,online,male,CA,21
119,online,male,CA,21
129,online,male,CA,21
129,online,male,CA,21
129,online,male,CA,21
139,online,male,CA,21
149,online,male,CA,21
129,online,male,CA,21
119,online,male,CA,21
149,online,male,CA,21
129,online,male,AL,22
119,online,male,AL,22
119,online,male,AL,22
129,online,male,AL,22
159,online,male,AL,22
129,online,male,AL,22
129,online,male,AL,22
129,online,male,AL,22
139,online,male,AL,22
119,online,male,AL,22
129,online,male,AL,22
149,online,male,AL,22
129,online,male,AL,22
129,online,male,AL,22
139,online,male,AL,22
119,store,female,HI,15
149,store,female,HI,15
149,store,female,HI,15
129,store,female,HI,15
119,store,female,HI,15
149,store,female,HI,15
149,store,female,HI,15
149,store,female,HI,15
139,store,female,HI,15
139,store,female,HI,15
149,store,female,HI,15
139,store,female,HI,15
129,store,female,HI,15
149,store,female,HI,15
159,store,female,HI,15
129,store,female,CA,25
129,store,female,CA,25
139,store,female,CA,25
139,store,female,CA,25
119,store,female,CA,25
139,store,female,CA,25
139,store,female,CA,25
139,store,female,CA,25
119,store,female,CA,25
109,online,male,CA,17
129,online,male,CA,17
119,online,male,CA,17
149,online,male,CA,17
149,online,male,CA,17
129,online,female,AL,23
129,online,female,AL,23
139,online,female,AL,23
139,online,male,FL,32
119,online,male,FL,32
109,online,male,FL,32
119,online,male,FL,32
119,online,male,FL,32
129,online,male,FL,32
139,online,male,FL,32
109,online,male,FL,32
139,online,male,FL,32
129,online,male,FL,32
149,online,male,FL,32
149,online,male,FL,32
149,online,male,FL,32
129,online,male,FL,32
139,online,male,FL,32
139,online,male,FL,32
129,online,male,FL,32
109,online,male,IA,27
129,online,male,IA,27
139,online,male,IA,27
139,online,male,IA,27
119,online,male,IA,27
119,online,male,IA,27
149,online,male,IA,27
139,online,female,HI,17
119,online,female,HI,17
139,online,female,HI,17
119,online,female,HI,17
129,online,female,HI,17
139,online,female,HI,17
129,online,female,HI,17
139,online,female,HI,17
139,online,female,HI,17
149,online,female,AL,21
129,online,female,AL,21
139,online,female,AL,21
109,online,female,AL,21
149,online,female,AL,21
129,store,male,AL,41
149,store,male,AL,41
149,store,male,AL,41
139,store,male,AL,41
139,store,male,AL,41
